datetime,water_flow
2021-02-26 18:06:03.180489,2.02727272727273
2021-02-26 18:06:13.18605,2.02727272727273
2021-02-26 18:06:23.194984,2.02727272727273
2021-02-26 18:06:33.202043,2.02727272727273
2021-02-26 18:06:43.208119,2.02727272727273
2021-02-26 18:06:53.213904,2.02727272727273
2021-02-26 18:07:03.220849,2.02727272727273
2021-02-26 18:07:13.226468,2.02727272727273
2021-02-26 18:07:23.232546,2.02727272727273
2021-02-26 18:07:33.238571,2.02727272727273
2021-02-26 18:07:43.244173,2.02727272727273
2021-02-26 18:07:53.250764,2.02727272727273
2021-02-26 18:08:03.257808,2.02727272727273
2021-02-26 18:08:13.262353,2.02727272727273
2021-02-26 18:08:23.267351,2.02727272727273
2021-02-26 18:08:33.278427,2.02727272727273
2021-02-26 18:08:43.280683,2.02727272727273
2021-02-26 18:08:53.290917,2.02727272727273
2021-02-26 18:09:03.296369,2.02727272727273
2021-02-26 18:09:13.303143,2.02727272727273
2021-02-26 18:09:23.308113,2.02727272727273
2021-02-26 18:09:33.315236,2.02727272727273
2021-02-26 18:09:43.320493,2.02727272727273
2021-02-26 18:09:53.326758,2.02727272727273
2021-02-26 18:10:03.332403,2.02727272727273
2021-02-26 18:10:13.338829,2.02727272727273
2021-02-26 18:10:23.344762,2.02727272727273
2021-02-26 18:10:33.351233,2.02727272727273
2021-02-26 18:10:43.360943,2.02727272727273
2021-02-26 18:10:53.363504,2.02727272727273
2021-02-26 18:11:03.373131,2.02727272727273
2021-02-26 18:11:13.378724,2.02727272727273
2021-02-26 18:11:23.385151,2.02727272727273
2021-02-26 18:11:33.391504,2.02727272727273
2021-02-26 18:11:43.396615,2.02727272727273
2021-02-26 18:11:53.40352,2.02727272727273
2021-02-26 18:12:03.408942,2.02727272727273
2021-02-26 18:12:13.415383,2.03284457478006
2021-02-26 18:12:23.420864,2.03284457478006
2021-02-26 18:12:33.427511,2.02727272727273
2021-02-26 18:12:43.435052,2.03284457478006
2021-02-26 18:12:53.43909,2.02727272727273
2021-02-26 18:13:03.449678,2.02727272727273
2021-02-26 18:13:13.455392,2.03284457478006
2021-02-26 18:13:23.461709,2.03284457478006
2021-02-26 18:13:33.468081,2.02727272727273
2021-02-26 18:13:43.473821,2.02727272727273
2021-02-26 18:13:53.479548,2.02727272727273
2021-02-26 19:33:14.240185,2.06070381231672
2021-02-26 19:33:24.250159,2.06070381231672
2021-02-26 19:33:34.256216,2.06070381231672
2021-02-26 19:34:04.274168,2.06070381231672
2021-02-26 19:34:14.280181,2.06070381231672
2021-02-26 19:34:24.286148,2.06070381231672
2021-02-26 19:35:04.310677,2.06070381231672
2021-02-26 19:35:14.316178,2.06070381231672
2021-02-26 19:39:04.45825,2.06070381231672
2021-02-26 19:39:14.46425,2.06070381231672
2021-02-26 21:25:20.818059,55.2
